author.name,date,text,geo.coordinates.coordinates,geo.geo.bbox,geo.name,hate_pred,emotion_pred,borough,latitude,longitude
halle,2022-11-05 13:19:35+00:00,@Cobisback bunch of twats,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Matthew Carter,2022-11-05 15:13:24+00:00,@TobleroneFrank The real problem in the world is actress pay scale vs mens🤣,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,disgust,Lewisham,51.4624292,-0.0101787
Ꭰɾմʂղąҟҽ🇺🇦🇬🇧🕊,2022-11-05 16:10:55+00:00,Why do men die earlier? https://t.co/bXfia4NJRv,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,sadness,Hammersmith,51.4920377,-0.2236401
Kareem Medhat,2022-11-05 18:14:05+00:00,"Resting b*tch faces @ London, United Kingdom https://t.co/Q59YTpZbvK","[-0.1094, 51.5141]","[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,sexism,anger,City of London,51.5156177,-0.0919983
tim vigeon,2022-11-05 19:10:28+00:00,Who else thinks @ShirleyBallas looks like a womble in her outfit? @bbcstrictly,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anticipation,Hillingdon,51.542519299999995,-0.44833493117949663
louis🌛,2022-11-05 19:24:54+00:00,Ready to shwet my disco tits off for miss tuvayloo #DirtFemmeTour 🦂 https://t.co/MHuVYsMY3j,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,joy,London,51.5073359,-0.12765
force majeure,2022-11-05 19:33:35+00:00,About to see tove lo perform dirt femme.. yeah it’s over for you @pitchfork,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-11-05 21:15:46+00:00,Evil rapist scum.  Rot in jail you evil evil bastards. https://t.co/hrEMhKDbdS,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,religion,anger,Camden Town,51.5423045,-0.1395604
Jaggy 🦅,2022-11-05 21:24:01+00:00,@Pops__o Now this is one of many reasons why women are better than men. Cooler and do it better.,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,optimism,Bromley,51.4028046,0.0148142
Jaggy 🦅,2022-11-05 22:09:11+00:00,Men can be horny animals but never let women get in their way. They can also be monopolistic and get want what they get when a guy falls to his knees.,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Jstars,2022-11-05 22:49:09+00:00,@cfcjb_ Twat prob wants free tickets,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Jaggy 🦅,2022-11-05 23:35:27+00:00,@afcMitchell Fam I'll suck any female on my approach,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Jaggy 🦅,2022-11-06 00:01:46+00:00,@afcMitchell Females are breading,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Fahad,2022-11-06 06:40:18+00:00,Men will buy shoes for 8k but not a face wash,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,disgust,Romford,51.5760462,0.1822646
OOggAAbbOOggAA,2022-11-06 06:50:40+00:00,Tattooed women belong in prison,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
Matthew Carter,2022-11-06 09:00:56+00:00,@SophiaCannon That is quite horrific! Good god people (men) do better…,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,fear,Lewisham,51.4624292,-0.0101787
teddy BLT,2022-11-06 11:37:14+00:00,twat https://t.co/BseNMzSoXq,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anger,Hammersmith,51.4920377,-0.2236401
M.R,2022-11-06 14:27:28+00:00,Love beating those cunts.,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anger,Hammersmith,51.4920377,-0.2236401
WayneBattersea,2022-11-06 16:56:40+00:00,@SeasonDeeper mine was a girls word make up and hair.,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,joy,Wandsworth,51.4570271,-0.1932607
Rahul Subramanyam,2022-11-06 20:06:33+00:00,Islamic terror should be rooted out by Muslims themselves as it destroys humanity itself https://t.co/p0U6ULPFda,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,religion,fear,Hounslow,51.4686132,-0.3613471
el,2022-11-06 21:31:52+00:00,men will always disappoint,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anger,Poplar,51.5110713,-0.0144629
Emma Louise Delaney 🧙🏻‍♀️,2022-11-06 21:44:48+00:00,This is why girls win euros and men don’t 😉 #imaceleb,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,joy,London,51.5073359,-0.12765
James Kim 🇬🇧🇰🇷🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇪🇳🇿❤🇺🇦🌍📦,2022-11-06 23:41:07+00:00,@CoreySherrif @pritipatel @BorisJohnson @Conservatives It's a fault of the British government who trusted communist China's promises. Basically nobody should trust words of communists. It's time for the British government to learn about communists China &amp; act as a responsible former colonial power for the disasters it couldn't stop.,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,racism,anger,Paddington,51.5154795,-0.175365
Bigyellowbird66 🇬🇧 🇯🇲 🇪🇸,2022-11-07 00:30:01+00:00,This is why religion and I will never be friends. They allow this bigotry in their name 🤬 https://t.co/mM8cNKkcTi,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,religion,anger,Lambeth,51.4952111,-0.1163354
Uptymystic,2022-11-07 11:21:25+00:00,@iAmComputer__ Do men dance more than women in clubs?,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,anticipation,Paddington,51.5154795,-0.175365
Sarah Pearl,2022-11-07 11:37:43+00:00,@icarunesaftrdrk I will never understand men,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,disgust,Hillingdon,51.542519299999995,-0.44833493117949663
Emma 🧡,2022-11-07 14:25:27+00:00,"Urgh, F*rage fan girls are weird. *Shudders* *closes Twitter*",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,fear,Lambeth,51.4952111,-0.1163354
Andy Coates,2022-11-07 14:59:49+00:00,@ValentineParrot bloody atheists...,,"[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,religion,anger,City of London,51.5156177,-0.0919983
Lee,2022-11-07 17:13:51+00:00,@Annette1Hardy @yasminelse @JustStop_Oil evil twats!!!!,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Peter Crowley,2022-11-07 17:21:41+00:00,@FaetheRye @AlbaPartyTime Most gynos are now women. Look at the stats.,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anticipation,Hounslow,51.4686132,-0.3613471
Emlyn Jones,2022-11-07 20:27:49+00:00,@anon_opin Totally fair comment. Let them eat cak.,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,religion,anger,London,51.5073359,-0.12765
Anna Hyde #ZeroHour #CEEbill,2022-11-07 23:17:31+00:00,@_david_ho_ 'Climate change is a man made problem that will be solved by feminism . This will involve men because feminism is about equality ' Mary Robinson,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,optimism,Islington,51.5384287,-0.0999051
Paul Charman,2022-11-08 02:36:11+00:00,"How socialism ends. China/Russia, murder millions of your own people then fuck up the world with the threat of nuclear war and historic pollution. What a monumental delusion. And they want it here. https://t.co/nDMnxSvGjs",,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,racism,anger,Camden Town,51.5423045,-0.1395604
DEKUNLE 🇳🇬🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-11-08 09:33:15+00:00,"As a lady in this group, you should at least have two guys.",,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anger,Romford,51.5760462,0.1822646
DEKUNLE 🇳🇬🏴󠁧󠁢󠁥󠁮󠁧󠁿,2022-11-08 11:59:31+00:00,"As a man, if you don't have 2-3 ladies here. You are doing something wrong",,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anger,Romford,51.5760462,0.1822646
John Kevin,2022-11-08 12:40:18+00:00,The polish people are next level confused coz how can she say she’s not racist but next sentence she racist lol smh it’s easy to expose under covers and respect to the racists who don’t hide and backtrack their hatred 💪🏾💯snakes get chopped of https://t.co/dwlIFXa9Mc,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,racism,anger,Wandsworth,51.4570271,-0.1932607
MosesOmari,2022-11-08 19:45:14+00:00,When comes to dating I’ll take a Queen over a “Masculine Guy” any day! Y’all are good for sex but toxic Af.\n🤣,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,joy,London,51.5073359,-0.12765
Ben-Jack,2022-11-08 20:20:29+00:00,Knight falls on his own sword. Twat. https://t.co/lwWSJF3Lz8,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anger,Wandsworth,51.4570271,-0.1932607
Ironman 🇺🇦🇺🇦🇺🇦🇺🇦,2022-11-08 20:21:57+00:00,Twatty-bye! https://t.co/sQMp3x8o5p,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,sadness,Camden Town,51.5423045,-0.1395604
ThuljaYang,2022-11-08 22:06:14+00:00,Constant forehead kisses is a tool men use to absorb all the sense in our brain. Stay safe girlies !,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,fear,Islington,51.5384287,-0.0999051
IZZY'S WORLD,2022-11-09 08:23:31+00:00,@stevekrenzel @elonmusk @YouTube @FoxNews @AP @GOP\n@JLo\nThanks Steve. Let's be blunt: Tik Tok is used by the CCP to spy on unaware users! This is a MAJOR VIOLATION of their rights to PRIVACY. We're boycotting Tik Tok to hopefully convince the CCP to stop their erroneous spying tactics\n🇺🇳@china https://t.co/IhO1vN4zmX,,"[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,racism,anger,City of London,51.5156177,-0.0919983
Steve,2022-11-09 09:06:22+00:00,@TalkTV Stupid woman - shoot her down,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,sexism,anger,Romford,51.5760462,0.1822646
Bobby Chakraborty,2022-11-09 15:12:26+00:00,@AFC_HymnSheet *twat,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,anger,Hackney,51.5432402,-0.0493621
Met Halil,2022-11-09 18:13:57+00:00,@JustStop_Oil You f off and stop this stupid cult,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,religion,anger,Camberwell,51.4745706,-0.0925416
Odogwu,2022-11-09 18:17:41+00:00,You understand that men actually are more desperate for papers and do crazier things for papers than women ?. https://t.co/H45SLLSWtU,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,disgust,Croydon,51.3713049,-0.101957
nadia holmes,2022-11-09 18:35:22+00:00,some of the gals on here make me feel poorly,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,sadness,Wandsworth,51.4570271,-0.1932607
Emlyn Jones,2022-11-09 18:55:15+00:00,"Wild accusation, and all because 1.4bn Chinese all refused the option of buying a third rate pillow from a raving maniac. https://t.co/tjV0ZIrWtE https://t.co/holYUgVogw",,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,racism,anger,London,51.5073359,-0.12765
Claudia Arnoldo (she/her/hers)🍂,2022-11-10 19:38:06+00:00,just saw a neon sign reading “act like a lady think like a queen”,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,joy,Wandsworth,51.4570271,-0.1932607
GEMINI CANDID,2022-11-10 20:00:06+00:00,"Da fucks wrong with Russia, imagine sending someone to the gulag for carrying some weed vapes! smh",,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,racism,anger,Wandsworth,51.4570271,-0.1932607
Harlow Estate Agency,2022-11-10 23:47:35+00:00,@Sillyshib Speaking as a man folk ….no chance,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,sadness,Bromley,51.4028046,0.0148142
🏴󠁧󠁢󠁥󠁮󠁧󠁿🕹Skinny does gaming 📸🇸🇪,2022-11-11 11:13:00+00:00,@libsoftiktok Maybe she should quit her position and work as a bin man… we need more women in that sector so the term can become bin-person.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
The Pusher ☭,2022-11-11 16:03:48+00:00,Penis Twat,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Watson,2022-11-11 20:28:32+00:00,I genuinely can’t take female commentators and presenters on everything https://t.co/LTkuCwlGJE,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Adriann Ramirez,2022-11-11 21:56:36+00:00,I think Bavette is a really pretty name for a girl.,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,joy,Islington,51.5384287,-0.0999051
Nicola,2022-11-11 22:53:55+00:00,How come  so much of womens clothing doesn't have functional pockets? Inside pockets on jackets for a start!,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,disgust,Barnet,51.65309,-0.2002261
Peter Bridgman 🇺🇦,2022-11-12 10:54:04+00:00,"@KeithNHumphreys @J_Bloodworth Genetic instability? XX is more stable than XY. Female genes have a backup, male genes don't.",,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,sadness,Camden Town,51.5423045,-0.1395604
🍃💚🍃catboy,2022-11-12 14:02:33+00:00,@ButtonsBertie @starbuckssue Always a ladies paw,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,joy,Croydon,51.3713049,-0.101957
Sheilapriest356@gmail.com,2022-11-12 14:57:21+00:00,@georgiebingham Don't put all the blame on mat Hancock\nThe Chinese had a lot to do with it with there dirty eating habits or have you for goten that\nAnd what about monkey.pox that's down to \nEating habits \nMat made mistakes. It s called for giveniss,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,racism,anger,Hackney,51.5432402,-0.0493621
Indar Picton-Howell,2022-11-12 16:43:44+00:00,"@CarolineRussell @CouldBeKel @GreenPartyWomen @TheGreenParty @BrightGrn Shouldn't inclusive feminists include men? If not, why not? Serious question.",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
⭐⭐Baron von Nilesy🌍,2022-11-12 17:17:59+00:00,@BeatTheCult No way a woman builds an entire planet in just a week.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
joeydfree,2022-11-12 17:54:21+00:00,"@JayReeves87 Random… just imagining that twats thought process. “Ummm… I see a bald man and I wish to be obnoxious.  I gotta think fast… ANDREW TATE!” *rides on* “yes, that was the level of twat I was going for… this will soothe my feelings as my life is terrible”",,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
egg ,2022-11-12 18:04:30+00:00,Is ass donation a thing bc me and my gf agree I got way too much cake for a guy,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,joy,Lewisham,51.4624292,-0.0101787
🇨🇩 YOU HEARD IT,2022-11-13 06:44:30+00:00,Moment a tweet goes left for a girl they start begging empathy 🤣🤣,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Doron Greenwood,2022-11-13 06:54:41+00:00,No man is an island,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,optimism,Barnet,51.65309,-0.2002261
faye cruickshank,2022-11-13 09:47:57+00:00,Girls don’t want boys girls want big coat,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anticipation,Wandsworth,51.4570271,-0.1932607
Cat Turhan (she/her),2022-11-13 12:04:38+00:00,@Matt_MYano @Davies_EL @katherineprice @SianElvin I went to a girls state school in Camden and the idea of calling anyone by their surname would have been laughed out of the school. Warwick on the other hand….,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,joy,Poplar,51.5110713,-0.0144629
Shane,2022-11-13 13:26:52+00:00,"Twat 😏#Spaniel #CockerSpaniel @ London, United Kingdom https://t.co/J4aA9Hxb08","[-0.1094, 51.5141]","[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,sexism,anger,City of London,51.5156177,-0.0919983
Prof Kausik Ray,2022-11-13 19:39:18+00:00,@PamTaubMD It’s da wife that’s responsible,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,disgust,Hillingdon,51.542519299999995,-0.44833493117949663
Peter Crowley,2022-11-13 21:41:21+00:00,@PaulEmbery Women with willies….,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,disgust,Richmond,51.4613531,-0.3032767
Fred Price #REJOIN,2022-11-13 21:45:14+00:00,@TheJessieKirk Do girl stuff,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,joy,Barnet,51.65309,-0.2002261
MRS NNEJI 🇳🇬 🇬🇧,2022-11-14 00:40:46+00:00,Is it possible to retire from being a womaniser?,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anticipation,Hounslow,51.4686132,-0.3613471
400+ vids NO PPV OF🇯🇲🇨🇴TallAndBad 😈Top 4%,2022-11-14 01:01:51+00:00,Sometimes I feel like I make poor choices cause I let my vagina think for me,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,sadness,Bromley,51.4028046,0.0148142
Peter MacDonald,2022-11-14 01:12:21+00:00,@mtskullcrusher @tmsilverman Is this the argument to abolish female sports altogether?,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anger,Poplar,51.5110713,-0.0144629
SJ15,2022-11-14 06:34:04+00:00,@dukat291 @SDLovell @JasonWhitely @wfaa Bit sexist!,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anger,Islington,51.5384287,-0.0999051
Paula Griffin 🏳️‍⚧️ 💙💖🤍💖💙,2022-11-14 09:59:12+00:00,@CelestialRobin We often don’t see the things in our own faces that others see. Used to think I had a big nose but then some female friends told me no it’s petite &amp; feminine.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Morgan Macgowan,2022-11-14 10:56:28+00:00,there’s no stronger relationship then a girl with her comfort character,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,joy,Camberwell,51.4745706,-0.0925416
Qwabena Nyametease 🇬🇧🇬🇭,2022-11-14 11:27:30+00:00,@Richmondpoku65 @OfficerLamptey These type of ladies always want to depend on  men for survival . They are very useless 🙄,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,disgust,Hillingdon,51.542519299999995,-0.44833493117949663
Francis Higgins,2022-11-14 13:21:50+00:00,Why can’t women ever let me eat in peace? Smh,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,disgust,London,51.5073359,-0.12765
Robert Stephenson-Padron OBE | bob.pcc.eth 🇺🇦,2022-11-14 13:51:38+00:00,Disgusting and depraved. The free world must chase these reprobates to the gates of Hell as that is where they shall reside. https://t.co/ZEaUSW1Pdo,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,religion,anger,London,51.5073359,-0.12765
Indar Picton-Howell,2022-11-14 16:26:56+00:00,@RoseFashion191 Men. Next question?,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
𝕽𝖔𝖈𝖐𝖘𝖆𝖓𝖉𝖈𝖍𝖔𝖈𝖘,2022-11-14 16:58:46+00:00,Random but who makes nice gardening gloves in women's sizes? Ty.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
ᴛⷮhͪeͤ Vͮoͦiͥcͨeͤ oͦf J ᴋⷦUͧLCͨнⷩAͣ,2022-11-14 17:24:00+00:00,@mussbefit I keep telling my female friends they need to carry and not hesitate to use it,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anticipation,Barnet,51.65309,-0.2002261
Indar Picton-Howell,2022-11-14 17:44:28+00:00,@speakoutsister Since women can obviously do everything else.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
Bernie Manning,2022-11-14 21:05:29+00:00,@Councillorsuzie @jeanniejuno Disgusting 🤮 how can a medical person not know the difference the working of female’s biology.,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anger,Bromley,51.4028046,0.0148142
Indar Picton-Howell,2022-11-14 22:11:22+00:00,"@zanskar1961 @speakoutsister No women looks a ""bit mannish"". Except to you, perhaps?",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,disgust,Lambeth,51.4952111,-0.1163354
School Clerk,2022-11-14 22:14:59+00:00,"@sophielouisecc Is there no end to your wisdom? Actually, men playing ice-hockey have three periods in each game,",,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,anticipation,Richmond,51.4613531,-0.3032767
Prince Adeshina,2022-11-14 23:47:34+00:00,"@G_evier @Naija_PR Yes, they will get tired of it and men never get tired of paying bills.",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,sadness,Camberwell,51.4745706,-0.0925416
Prince Adeshina,2022-11-14 23:52:53+00:00,"@G_evier @Naija_PR Men has destined to be responsible, but not same with women. Men can never complain of feeding his family but women can.  Men can marry unemployed lady as wife, taking care of her for many years without a single complain.",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Marta Corada,2022-11-15 00:03:50+00:00,@NoContextBrits Twat,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anger,Lewisham,51.4624292,-0.0101787
Prince Adeshina,2022-11-15 00:07:45+00:00,@G_evier @Naija_PR Have you ever seen any man complaining over paying or bills?,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,disgust,Camberwell,51.4745706,-0.0925416
Paula Griffin 🏳️‍⚧️ 💙💖🤍💖💙,2022-11-15 10:49:02+00:00,@LilahSturges @SloaneFragment Welcome to my world. 6’ 1” &amp; I get more “looks” when I use the disabled toilets than when I use the women’s. Have occasionally had abuse when playing football but it’s always been from men who care zero for women’s sport beyond sitting in front of the TV with a Kleenex in hand.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
nuts,2022-11-15 12:00:54+00:00,Ye olde glue sniffing cat killin nigga,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,racism,anger,Islington,51.5384287,-0.0999051
annX48@gmail.com,2022-11-15 14:16:49+00:00,@JohnSimpsonNews Women will get rid of them,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Indar Picton-Howell,2022-11-15 16:38:47+00:00,@bitginger @TheatreSpoonie @speakoutsister Because power resides in violence. Men are more capable at violence.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
GUILD,2022-11-15 17:02:47+00:00,"@GBNEWS Matt did not kill people,  the Chinese, WEF, and the Americans did, by developing covid in a Wuhan lab.",,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,racism,anger,Camberwell,51.4745706,-0.0925416
Remus Bujor,2022-11-15 19:07:47+00:00,How females be on the phone🤣 https://t.co/3aemF5popb,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,joy,London,51.5073359,-0.12765
Isabel. Soy del 38%,2022-11-15 19:09:37+00:00,"Israelies are the worst people ever, they will receive the worst because they are genocides and are building a massive KARMA. https://t.co/Gv8yBuawKr",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,religion,anger,Lambeth,51.4952111,-0.1163354
effy (happy era),2022-11-15 20:14:12+00:00,@_hisnameisjavi theymi lovfaggto swept (the afterparty toilet),,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexual_orientation,disgust,Hackney,51.5432402,-0.0493621
Jess Saade,2022-11-15 20:32:16+00:00,@NoContextBrits Twat,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anger,Barnet,51.65309,-0.2002261
Whatever 🏳️‍🌈🇪🇺💚🌱,2022-11-16 03:38:20+00:00,I'm so sick and tired of men being in charge of the world. They always cock everything up. #elephantintheroom #nato #russia #ukraine,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anger,Wandsworth,51.4570271,-0.1932607
Dorothy Cohen,2022-11-16 07:02:24+00:00,@RishiSunak https://t.co/fVoFjftzE2 No please no more deals with him.All our British crafts/ businesses are in Chinese hands. please no more. Bring them back into British hands. Allour age old stores gone to china and India our econ destroyed.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,disgust,Barnet,51.65309,-0.2002261
Indar Picton-Howell,2022-11-16 08:00:58+00:00,"@ToastedVideo @MickeyDee43 @speakoutsister No, less likely to than men. Intentionally or otherwise.",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
goddess of mischief 🪩,2022-11-16 08:40:53+00:00,THE GREEN FUCKING CREW NECK SHUT THE FUCK UP https://t.co/dcXJCfrry5,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,anger,Barnet,51.65309,-0.2002261
Rose Sinclair,2022-11-16 14:15:38+00:00,@TheFamousArtBR I think the one on the left may be a biological female...,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
Aaliyah Harris,2022-11-17 09:44:12+00:00,How to Have Sex With a Fat Girl https://t.co/r5GQwOmHhC via @vice,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anticipation,Islington,51.5384287,-0.0999051
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-11-17 11:49:20+00:00,Women are born not worn https://t.co/VrgMK87dcw,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,sadness,Paddington,51.5154795,-0.175365
matt ratt,2022-11-17 12:29:00+00:00,@IrradiatedMouse Thought her motto was “women should stay in the kitchen and look after the kids”?,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
Kowrek 〓〓,2022-11-17 17:16:47+00:00,@superkrispydj @kizletwiggle It does tend to just all happen at the end rather fast. Which is ironic for a sport mostly featuring men right?,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,disgust,Camden Town,51.5423045,-0.1395604
